File,Function Name,Line Start,Line End,Function Type
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_return_01.c,good1,29,36,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_return_01.c,CWE570_Expression_Always_False__static_return_01_bad,15,22,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__string_equals_01.c,CWE570_Expression_Always_False__string_equals_01_good,53,56,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__string_equals_01.c,CWE570_Expression_Always_False__string_equals_01_bad,10,19,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__string_equals_01.c,good1,26,51,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__two_equals_three_01.c,CWE570_Expression_Always_False__two_equals_three_01_good,33,36,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__two_equals_three_01.c,CWE570_Expression_Always_False__two_equals_three_01_bad,10,17,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__two_equals_three_01.c,good1,24,31,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__unsigned_int_01.c,CWE570_Expression_Always_False__unsigned_int_01_good,38,41,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__unsigned_int_01.c,CWE570_Expression_Always_False__unsigned_int_01_bad,10,20,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__unsigned_int_01.c,good1,27,36,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__zero_01.c,good1,23,30,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__zero_01.c,CWE570_Expression_Always_False__zero_01_bad,10,17,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__zero_01.c,CWE570_Expression_Always_False__zero_01_good,32,35,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_01.c,CWE571_Expression_Always_True__global_01_good,33,36,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_01.c,CWE571_Expression_Always_True__global_01_bad,10,17,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_01.c,good1,24,31,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_const_01.c,CWE571_Expression_Always_True__global_const_01_bad,10,17,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_const_01.c,CWE571_Expression_Always_True__global_const_01_good,33,36,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_const_01.c,good1,24,31,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_const_five_01.c,good1,24,31,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_const_five_01.c,CWE571_Expression_Always_True__global_const_five_01_good,33,36,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_const_five_01.c,CWE571_Expression_Always_True__global_const_five_01_bad,10,17,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_five_01.c,CWE571_Expression_Always_True__global_five_01_bad,10,17,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_five_01.c,good1,24,31,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_five_01.c,CWE571_Expression_Always_True__global_five_01_good,33,36,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_return_01.c,CWE571_Expression_Always_True__global_return_01_bad,10,17,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_return_01.c,CWE571_Expression_Always_True__global_return_01_good,33,36,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__global_return_01.c,good1,24,31,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__n_equals_m_minus_one_01.c,CWE571_Expression_Always_True__n_equals_m_minus_one_01_bad,10,20,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__n_equals_m_minus_one_01.c,good1,27,38,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__n_equals_m_minus_one_01.c,CWE571_Expression_Always_True__n_equals_m_minus_one_01_good,40,43,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__n_less_int_max_01.c,CWE571_Expression_Always_True__n_less_int_max_01_good,39,42,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__n_less_int_max_01.c,CWE571_Expression_Always_True__n_less_int_max_01_bad,10,20,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__n_less_int_max_01.c,good1,27,37,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__one_01.c,CWE571_Expression_Always_True__one_01_bad,10,17,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__one_01.c,CWE571_Expression_Always_True__one_01_good,33,36,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__one_01.c,good1,24,31,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_01.c,CWE571_Expression_Always_True__static_01_good,35,38,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_01.c,good1,26,33,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_01.c,CWE571_Expression_Always_True__static_01_bad,12,19,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_const_01.c,CWE571_Expression_Always_True__static_const_01_good,35,38,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_const_01.c,CWE571_Expression_Always_True__static_const_01_bad,12,19,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_const_01.c,good1,26,33,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_const_five_01.c,CWE571_Expression_Always_True__static_const_five_01_bad,12,19,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_const_five_01.c,CWE571_Expression_Always_True__static_const_five_01_good,35,38,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_const_five_01.c,good1,26,33,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_five_01.c,CWE571_Expression_Always_True__static_five_01_good,35,38,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_five_01.c,good1,26,33,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_five_01.c,CWE571_Expression_Always_True__static_five_01_bad,12,19,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_return_01.c,CWE571_Expression_Always_True__static_return_01_bad,15,22,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_return_01.c,CWE571_Expression_Always_True__static_return_01_good,38,41,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_return_01.c,staticReturnsTrue,8,11,OTHER
CWE571_Expression_Always_True/CWE571_Expression_Always_True__static_return_01.c,good1,29,36,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__string_equals_01.c,CWE571_Expression_Always_True__string_equals_01_bad,10,19,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__string_equals_01.c,CWE571_Expression_Always_True__string_equals_01_good,53,56,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__string_equals_01.c,good1,26,51,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__two_equals_two_01.c,CWE571_Expression_Always_True__two_equals_two_01_good,33,36,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__two_equals_two_01.c,CWE571_Expression_Always_True__two_equals_two_01_bad,10,17,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__two_equals_two_01.c,good1,24,31,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__unsigned_int_01.c,CWE571_Expression_Always_True__unsigned_int_01_good,38,41,GOOD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__unsigned_int_01.c,CWE571_Expression_Always_True__unsigned_int_01_bad,10,20,BAD
CWE571_Expression_Always_True/CWE571_Expression_Always_True__unsigned_int_01.c,good1,27,36,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_01.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_01_bad,20,27,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_01.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_01_good,43,46,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_01.c,good1,33,41,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_02.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_02_bad,20,30,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_02.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_02_good,69,73,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_02.c,good2,56,67,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_02.c,good1,37,53,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_03.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_03_bad,20,30,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_03.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_03_good,69,73,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_03.c,good2,56,67,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_03.c,good1,37,53,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_04.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_04_good,75,79,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_04.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_04_bad,26,36,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_04.c,good2,62,73,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_04.c,good1,43,59,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_05.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_05_good,75,79,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_05.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_05_bad,26,36,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_05.c,good2,62,73,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_05.c,good1,43,59,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_06.c,good2,61,72,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_06.c,good1,42,58,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_06.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_06_bad,25,35,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_06.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_06_good,74,78,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_07.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_07_good,74,78,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_07.c,good2,61,72,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_07.c,good1,42,58,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_07.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_07_bad,25,35,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_08.c,staticReturnsFalse,26,29,OTHER
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_08.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_08_good,82,86,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_08.c,good2,69,80,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_08.c,staticReturnsTrue,21,24,OTHER
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_08.c,good1,50,66,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_08.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_08_bad,33,43,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_09.c,good2,56,67,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_09.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_09_good,69,73,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_09.c,good1,37,53,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_09.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_09_bad,20,30,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_10.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_10_bad,20,30,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_10.c,good2,56,67,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_10.c,good1,37,53,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_10.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_10_good,69,73,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_11.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_11_good,69,73,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_11.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_11_bad,20,30,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_11.c,good2,56,67,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_11.c,good1,37,53,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_12.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_12_bad,20,39,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_12.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_12_good,68,71,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_12.c,good1,46,66,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_13.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_13_bad,20,30,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_13.c,good2,56,67,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_13.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_13_good,69,73,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_13.c,good1,37,53,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_14.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_14_bad,20,30,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_14.c,good2,56,67,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_14.c,good1,37,53,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_14.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_14_good,69,73,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_15.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_15_bad,20,36,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_15.c,good2,63,80,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_15.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_15_good,82,86,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_15.c,good1,43,60,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_16.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_16_good,52,55,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_16.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_16_bad,20,31,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_16.c,good1,38,50,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_17.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_17_good,52,55,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_17.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_17_bad,20,31,BAD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_17.c,good1,38,50,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_18.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_18_good,48,51,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_18.c,good1,36,46,GOOD
CWE587_Assignment_of_Fixed_Address_to_Pointer/CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_18.c,CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_18_bad,20,29,BAD
CWE590_Free_Memory_Not_on_Heap/CWE590_Free_Memory_Not_on_Heap__free_long_declare_03.c,CWE590_Free_Memory_Not_on_Heap__free_long_declare_03_bad,23,45,BAD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_01.cpp,bad,31,51,BAD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_01.cpp,goodB2G,81,97,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_01.cpp,goodG2B,58,78,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_01.cpp,good,99,103,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_02.cpp,goodG2B2,153,179,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_02.cpp,goodB2G1,64,91,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_02.cpp,bad,31,57,BAD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_02.cpp,good,181,187,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_02.cpp,goodB2G2,94,116,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_02.cpp,goodG2B1,119,150,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_03.cpp,goodG2B2,153,179,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_03.cpp,goodB2G1,64,91,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_03.cpp,bad,31,57,BAD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_03.cpp,good,181,187,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_03.cpp,goodB2G2,94,116,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_03.cpp,goodG2B1,119,150,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_04.cpp,goodG2B2,159,185,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_04.cpp,goodB2G1,70,97,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_04.cpp,bad,37,63,BAD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_04.cpp,good,187,193,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_04.cpp,goodB2G2,100,122,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_04.cpp,goodG2B1,125,156,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_05.cpp,goodG2B2,159,185,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_05.cpp,goodB2G1,70,97,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_05.cpp,bad,37,63,BAD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_05.cpp,good,187,193,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_05.cpp,goodB2G2,100,122,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_05.cpp,goodG2B1,125,156,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_06.cpp,goodG2B2,158,184,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_06.cpp,goodB2G1,69,96,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_06.cpp,bad,36,62,BAD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_06.cpp,good,186,192,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_06.cpp,goodB2G2,99,121,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_06.cpp,goodG2B1,124,155,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_07.cpp,goodG2B2,158,184,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_07.cpp,goodB2G1,69,96,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_07.cpp,bad,36,62,BAD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_07.cpp,good,186,192,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_07.cpp,goodB2G2,99,121,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_07.cpp,goodG2B1,124,155,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_08.cpp,goodG2B2,166,192,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_08.cpp,goodB2G1,77,104,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_08.cpp,staticReturnsFalse,34,37,OTHER
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_08.cpp,bad,44,70,BAD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_08.cpp,staticReturnsTrue,29,32,OTHER
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_08.cpp,good,194,200,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_08.cpp,goodB2G2,107,129,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_08.cpp,goodG2B1,132,163,GOOD
