File,Function Name,Line Start,Line End,Function Type
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_long_07.c,goodB2G2,65,76,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__char_66a.c,CWE476_NULL_Pointer_Dereference__char_66_bad,27,36,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__char_66a.c,goodB2G,58,66,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__char_66a.c,goodG2B,45,53,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__char_66a.c,CWE476_NULL_Pointer_Dereference__char_66_good,68,72,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_05.c,goodG2B2,117,134,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_05.c,CWE563_Unused_Variable__unused_value_struct_05_good,136,142,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_05.c,goodB2G1,53,72,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_05.c,CWE563_Unused_Variable__unused_value_struct_05_bad,30,46,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_05.c,goodB2G2,75,89,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_05.c,goodG2B1,92,114,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_13.c,CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_13_bad,23,38,BAD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_13.c,goodB2G1,45,65,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_13.c,CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_13_good,85,89,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_13.c,goodB2G2,68,83,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__fopen_w32CloseHandle_12.c,CWE404_Improper_Resource_Shutdown__fopen_w32CloseHandle_12_good,79,82,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__fopen_w32CloseHandle_12.c,CWE404_Improper_Resource_Shutdown__fopen_w32CloseHandle_12_bad,23,46,BAD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__fopen_w32CloseHandle_12.c,goodB2G,54,77,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_alloca_use_13.c,CWE758_Undefined_Behavior__struct_pointer_alloca_use_13_good,86,90,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_alloca_use_13.c,CWE758_Undefined_Behavior__struct_pointer_alloca_use_13_bad,20,31,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_alloca_use_13.c,good2,65,84,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_alloca_use_13.c,good1,38,62,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_long_04.c,goodB2G1,47,63,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_long_04.c,CWE563_Unused_Variable__unused_uninit_variable_long_04_good,79,83,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_long_04.c,CWE563_Unused_Variable__unused_uninit_variable_long_04_bad,29,40,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_long_04.c,goodB2G2,66,77,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int_09.cpp,goodG2B2,150,173,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int_09.cpp,goodB2G1,58,88,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int_09.cpp,bad,27,51,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int_09.cpp,good,175,181,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int_09.cpp,goodB2G2,91,116,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int_09.cpp,goodG2B1,119,147,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fputc_07.c,CWE252_Unchecked_Return_Value__wchar_t_fputc_07_bad,29,36,BAD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fputc_07.c,good2,61,71,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fputc_07.c,CWE252_Unchecked_Return_Value__wchar_t_fputc_07_good,73,77,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fputc_07.c,good1,43,58,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_22a.c,goodB2G1,56,71,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_22a.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_22_good,93,97,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_22a.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_22_bad,28,43,BAD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_22a.c,goodB2G2,76,91,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_char_62b.cpp,goodB2GSource,50,57,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_char_62b.cpp,badSource,27,34,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_char_62b.cpp,goodG2BSource,41,47,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_new_use_02.cpp,bad,23,34,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_new_use_02.cpp,good2,65,81,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_new_use_02.cpp,good1,41,62,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_new_use_02.cpp,good,83,87,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fputc_05.c,CWE252_Unchecked_Return_Value__wchar_t_fputc_05_bad,30,37,BAD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fputc_05.c,good2,62,72,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fputc_05.c,CWE252_Unchecked_Return_Value__wchar_t_fputc_05_good,74,78,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fputc_05.c,good1,44,59,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_init_variable_struct_81a.cpp,bad,25,33,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_init_variable_struct_81a.cpp,goodB2G,40,48,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_init_variable_struct_81a.cpp,good,50,53,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__open_no_close_65b.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__open_no_close_65b_goodB2GSink,41,48,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__open_no_close_65b.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__open_no_close_65b_badSink,30,34,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_int_74a.cpp,bad,32,43,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_int_74a.cpp,goodB2G,52,62,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_int_74a.cpp,good,64,67,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_04.c,goodG2B2,117,134,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_04.c,goodB2G1,53,72,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_04.c,CWE563_Unused_Variable__unused_value_struct_04_good,136,142,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_04.c,CWE563_Unused_Variable__unused_value_struct_04_bad,30,46,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_04.c,goodB2G2,75,89,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_04.c,goodG2B1,92,114,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_12.c,CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_12_bad,23,46,BAD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_12.c,CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_12_good,79,82,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_12.c,goodB2G,54,77,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_alloca_use_12.c,CWE758_Undefined_Behavior__struct_pointer_alloca_use_12_bad,20,48,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_alloca_use_12.c,CWE758_Undefined_Behavior__struct_pointer_alloca_use_12_good,93,96,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_alloca_use_12.c,good1,55,91,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__double_pointer_new_use_18.cpp,bad,23,33,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__double_pointer_new_use_18.cpp,good1,40,57,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__double_pointer_new_use_18.cpp,good,59,62,GOOD
CWE676_Use_of_Potentially_Dangerous_Function/CWE676_Use_of_Potentially_Dangerous_Function__basic_04.cpp,bad,35,48,BAD
CWE676_Use_of_Potentially_Dangerous_Function/CWE676_Use_of_Potentially_Dangerous_Function__basic_04.cpp,good2,76,89,GOOD
CWE676_Use_of_Potentially_Dangerous_Function/CWE676_Use_of_Potentially_Dangerous_Function__basic_04.cpp,good1,55,73,GOOD
CWE676_Use_of_Potentially_Dangerous_Function/CWE676_Use_of_Potentially_Dangerous_Function__basic_04.cpp,good,91,95,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__fopen_w32CloseHandle_11.c,goodB2G1,45,65,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__fopen_w32CloseHandle_11.c,CWE404_Improper_Resource_Shutdown__fopen_w32CloseHandle_11_bad,23,38,BAD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__fopen_w32CloseHandle_11.c,CWE404_Improper_Resource_Shutdown__fopen_w32CloseHandle_11_good,85,89,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__fopen_w32CloseHandle_11.c,goodB2G2,68,83,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_long_05.c,goodB2G1,47,63,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_long_05.c,CWE563_Unused_Variable__unused_uninit_variable_long_05_good,79,83,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_long_05.c,CWE563_Unused_Variable__unused_uninit_variable_long_05_bad,29,40,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_long_05.c,goodB2G2,66,77,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_struct_14.cpp,goodG2B2,129,147,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_struct_14.cpp,goodB2G1,52,77,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_struct_14.cpp,bad,26,45,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_struct_14.cpp,good,149,155,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_struct_14.cpp,goodB2G2,80,100,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_struct_14.cpp,goodG2B1,103,126,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int64_t_18.cpp,bad,26,48,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int64_t_18.cpp,goodB2G,55,78,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int64_t_18.cpp,goodG2B,81,102,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int64_t_18.cpp,good,104,108,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fputc_06.c,CWE252_Unchecked_Return_Value__wchar_t_fputc_06_bad,29,36,BAD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fputc_06.c,good2,61,71,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fputc_06.c,good1,43,58,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fputc_06.c,CWE252_Unchecked_Return_Value__wchar_t_fputc_06_good,73,77,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_init_variable_struct_74a.cpp,bad,32,44,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_init_variable_struct_74a.cpp,goodB2G,53,64,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_init_variable_struct_74a.cpp,good,66,69,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_init_variable_struct_81_bad.cpp,action,24,29,BAD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_22b.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_22_goodB2G2Sink,62,72,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_22b.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_22_goodB2G1Sink,44,59,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_22b.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_22_badSink,26,33,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_int64_t_81_bad.cpp,action,25,30,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__long_new_use_17.cpp,bad,23,35,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__long_new_use_17.cpp,good1,42,59,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__long_new_use_17.cpp,good,61,64,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_alloca_use_16.c,CWE758_Undefined_Behavior__struct_pointer_alloca_use_16_bad,20,32,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_alloca_use_16.c,good1,39,59,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_alloca_use_16.c,CWE758_Undefined_Behavior__struct_pointer_alloca_use_16_good,61,64,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_07.c,goodG2B2,124,140,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_07.c,CWE476_NULL_Pointer_Dereference__int_07_bad,29,42,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_07.c,goodB2G1,49,74,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_07.c,CWE476_NULL_Pointer_Dereference__int_07_good,142,148,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_07.c,goodB2G2,77,97,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_07.c,goodG2B1,100,121,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_72b.cpp,goodB2GSink,55,60,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_72b.cpp,badSink,30,38,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_struct_72b.cpp,goodG2BSink,45,52,GOOD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_12.c,CWE398_Poor_Code_Quality__empty_case_12_bad,20,49,BAD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_12.c,good1,56,86,GOOD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_12.c,CWE398_Poor_Code_Quality__empty_case_12_good,88,91,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_init_variable_char_81a.cpp,bad,25,32,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_init_variable_char_81a.cpp,goodB2G,39,46,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_init_variable_char_81a.cpp,good,48,51,GOOD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_01.c,CWE398_Poor_Code_Quality__empty_for_01_good,49,52,GOOD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_01.c,good1,36,47,GOOD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_01.c,CWE398_Poor_Code_Quality__empty_for_01_bad,20,30,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_int_02.c,goodG2B2,105,120,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_int_02.c,goodB2G1,45,63,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_int_02.c,CWE563_Unused_Variable__unused_value_int_02_bad,24,38,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_int_02.c,CWE563_Unused_Variable__unused_value_int_02_good,122,128,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_int_02.c,goodB2G2,66,79,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_int_02.c,goodG2B1,82,102,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_char_83a.cpp,bad,25,29,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_char_83a.cpp,goodB2G,36,40,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_char_83a.cpp,good,42,45,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_alloca_use_15.c,CWE758_Undefined_Behavior__struct_pointer_alloca_use_15_bad,20,37,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_alloca_use_15.c,CWE758_Undefined_Behavior__struct_pointer_alloca_use_15_good,99,103,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_alloca_use_15.c,good2,72,97,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_alloca_use_15.c,good1,44,69,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_74b.cpp,goodB2GSink,79,92,GOOD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_74b.cpp,badSink,34,52,BAD
CWE672_Operation_on_Resource_After_Expiration_or_Release/CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_74b.cpp,goodG2BSink,59,76,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__open_w32CloseHandle_63a.c,CWE404_Improper_Resource_Shutdown__open_w32CloseHandle_63_bad,35,43,BAD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__open_w32CloseHandle_63a.c,CWE404_Improper_Resource_Shutdown__open_w32CloseHandle_63_good,62,65,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__open_w32CloseHandle_63a.c,goodB2G,52,60,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fgets_09.c,CWE252_Unchecked_Return_Value__char_fgets_09_bad,24,39,BAD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fgets_09.c,CWE252_Unchecked_Return_Value__char_fgets_09_good,94,98,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fgets_09.c,good2,73,92,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fgets_09.c,good1,46,70,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_wchar_t_07.c,goodG2B2,132,150,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_wchar_t_07.c,goodB2G1,55,80,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_wchar_t_07.c,CWE416_Use_After_Free__malloc_free_wchar_t_07_bad,29,48,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_wchar_t_07.c,CWE416_Use_After_Free__malloc_free_wchar_t_07_good,152,158,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_wchar_t_07.c,goodB2G2,83,103,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_wchar_t_07.c,goodG2B1,106,129,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_alloca_use_12.c,CWE758_Undefined_Behavior__int_alloca_use_12_good,80,83,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_alloca_use_12.c,CWE758_Undefined_Behavior__int_alloca_use_12_bad,20,43,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_alloca_use_12.c,good1,50,78,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_scanf_07.c,CWE252_Unchecked_Return_Value__char_scanf_07_bad,29,42,BAD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_scanf_07.c,CWE252_Unchecked_Return_Value__char_scanf_07_good,91,95,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_scanf_07.c,good2,73,89,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_scanf_07.c,good1,49,70,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_char_82.h,CWE563_Unused_Variable__unused_uninit_variable_char_82_goodB2G,43,43,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_char_82.h,CWE563_Unused_Variable__unused_uninit_variable_char_82_bad,33,33,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_char_82.h,CWE563_Unused_Variable__unused_uninit_variable_char_82_base,24,24,OTHER
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_long_12.cpp,bad,26,57,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_long_12.cpp,goodB2G,66,99,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_long_12.cpp,goodG2B,104,133,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_long_12.cpp,good,135,139,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_malloc_use_17.c,CWE758_Undefined_Behavior__struct_pointer_malloc_use_17_good,63,66,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_malloc_use_17.c,CWE758_Undefined_Behavior__struct_pointer_malloc_use_17_bad,20,33,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_malloc_use_17.c,good1,40,61,GOOD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_11.c,CWE398_Poor_Code_Quality__empty_case_11_bad,20,35,BAD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_11.c,CWE398_Poor_Code_Quality__empty_case_11_good,84,88,GOOD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_11.c,good2,66,82,GOOD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_11.c,good1,42,63,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_61a.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_61_good,56,59,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_61a.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_61_bad,26,34,BAD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__w32CreateFile_no_close_61a.c,goodB2G,43,54,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int64_t_43.cpp,goodB2GSource,82,94,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int64_t_43.cpp,bad,41,50,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int64_t_43.cpp,badSource,27,39,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int64_t_43.cpp,goodG2BSource,57,68,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int64_t_43.cpp,goodB2G,96,106,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int64_t_43.cpp,goodG2B,70,79,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int64_t_43.cpp,good,108,112,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_06.c,goodG2B2,124,140,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_06.c,goodB2G1,49,74,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_06.c,CWE476_NULL_Pointer_Dereference__int_06_good,142,148,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_06.c,CWE476_NULL_Pointer_Dereference__int_06_bad,29,42,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_06.c,goodB2G2,77,97,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_06.c,goodG2B1,100,121,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_scanf_06.c,CWE252_Unchecked_Return_Value__char_scanf_06_good,91,95,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_scanf_06.c,good2,73,89,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_scanf_06.c,CWE252_Unchecked_Return_Value__char_scanf_06_bad,29,42,BAD
